address,latitude,longitude,name
3032 Town East Mall,32.807657,-96.623816,Taco Bell
1365 Boston Post Rd,41.239191019,-73.034252566,Sonic
5222 S 138th St,41.20417,-96.12982,Burger King
1045 S Arizona Ave,33.290645,-111.841586,Wendy's
4010 Foothills Blvd,38.75327,-121.30948,Subway
1100 El Camino Real,37.453922,-122.183105,McDonald's
1720 Middlesex St,42.635011148,-71.353045996,KFC/Taco Bell
905 Union Ave,35.13782,-90.03158,McDonald's
12121 Katy Fwy,29.783943,-95.59996,Whataburger
1717 S Pueblo Blvd,38.237,-104.66281,Taco Bell
1821 Range Rd,32.788551,-96.59655,Arby's
1421 NE Highway 99W,45.22638,-123.18345,Jimmy John's
2111 Eastern Ave,43.74709,-87.95611,McDonald's
2 Procter And Gamble Plz,39.1033,-84.5065,Mcdonald's
1642 Aquarena Springs Dr,29.892564145,-97.915962525,Popeye's
24541 Trabuco Rd,33.6545,-117.7012,KFC
29 1st St,42.4487,-73.2511,Burger King
3481 Ushwy 202 & Road 1,41.376041456,-71.84152455,Mcdonald's
1179 Malabar Rd NE,27.99915,-80.63342,McDonalds
16274 N Marketplace Blvd,43.6089,-116.5911,SONIC Drive In
2590 Biscayne Blvd,25.80097,-80.18921,KFC
3314 W Cary St,37.55476,-77.48435,Jimmy John's
1902 Mountain View Dr,44.51459,-109.05084,Burger King
501 Lincoln Hwy,40.384087955,-79.82392103,McDonald's
2515 N Prospect Ave,40.1459987,-88.258412182,Panda Express
1975 Welcome Way,41.927962,-83.355083,Burger King
5800 Gessner Rd,29.717363318,-95.539486978,McDonald's
5545 NW Loop 410,29.48465,-98.595345,Subway
3121 E Saginaw,42.741139844,-84.507374867,Burger King
6 Mahopac Plz,41.377251,-73.728164,Mcdonald's
1301 Dekalb Ave,41.980697,-88.708015,Taco Bell
2200 Hwy 29 S,30.569644,-87.289651533,Wendy's
2717 Fort Campbell Blvd,36.84089,-87.4828,Quiznos
509 Highway 29 N,35.568656131,-80.573911438,Hardee's / Red Burrito
440 Town Center St N,39.61737,-86.35452,Burger King
1415 W Panola St,32.159,-94.36056,McDonald's
105 Main St,32.912551,-96.631082,Taco Bell
695 S 30th St,40.03311,-82.44324,SONIC Drive In
8915 Florida Blvd,30.454054,-91.091483,Burger King
2448 Chesapeake Sq,36.829972966,-76.417606868,Mcdonald's
5600 Bells Ferry Rd,34.08656,-84.57571,McDonald's
1000 W Washington Blvd,41.88304,-87.65268,Subway
1350 Travis Blvd,38.25843,-122.05297,Subway
1000 Woodstock Dr,38.324974,-85.763146,Sonic
1700 Marietta Hwy,34.223177,-84.502137,Burger King
Bridge St,46.397172088,-117.032304001,Mcdonald's
1930 Oneal Ln,30.439892,-91.007709,Wendy's
2213 Sheridan Rd,42.45504,-87.82488,Burger King
1520 N Shadeland Ave,39.788130525,-86.045978665,Rally's
8875 Davis Blvd,26.1554,-81.6882,McDonalds
8528 Highway 377 S,32.670025,-97.46414,Jack in the Box
1143 S Mission St,43.591667,-84.767096,Taco Bell
14001 E 42nd St S,39.044656,-94.415183,Burger King
3000 Charleston Town Ctr,38.353185,-81.63784,Chick-fil-A
4450 E Main St,36.76424,-108.15456,Burger King
4040 S Interstate 35,29.82753,-97.98714,Whataburger
100 New York Ave NE,38.90881,-77.005316,Wendy's
2500 S Ventura Rd,34.17644,-119.194606,Burger King
8100 S Interstate 35 E,33.218616,-97.136566,Wendy's
7211 N Knoxville Ave,40.774645,-89.603217,Taco Bell
2402 S Park St,43.03952,-89.39469,McDonald's
45 E Main St,39.683066,-75.751676,Saladworks
22 Valley River Ctr,44.06895,-123.10548,Arby's
1111 Skyland Blvd E,33.1677,-87.5217,KFC
826 W Walnut St,36.30778,-82.36426,McDonald's
2692 Madison Rd,39.14509,-84.44346,Boston Market
1830 S West Ave,42.27485,-89.63204,Burger King
5 Sonja Dr,42.74295,-72.03664,Taco Bell
2460 State St,41.525657,-90.498836,McDonald's
1101 S Rangeline,37.079039869,-94.476880428,Sonic Drive In
2307a Forest Dr,38.979829923,-76.543649756,Boston Market
583 Beasley Rd,32.385072564,-90.147889514,Burger King
536 W Central St,42.090192,-71.420374,Burger King
6555 E Southern Ave,33.393735,-111.689604,Chick-fil-a Superstition Springs Center
914 S State Route 291,39.237306739,-94.434857594,Hardee's
3921 Mcfarland Blvd,33.238406013,-87.596497792,Bojangles' Famous Chicken 'n Biscuits
2244 N Charles G Sievers Blvd,36.1636,-84.0852,Krystal
1212 North Ave,39.07787,-108.55154,McDonald's
391 Legend Ln,38.72186,-94.45596,SONIC Drive In
2540 Delk Rd SE,33.922663,-84.480224,Taco Bell
502 E Main St,39.006140885,-87.734453135,Hardee's / Red Burrito
4245 Cemetery Rd,40.03261,-83.12995,Wendy's
5860 Cherry Ave,33.861249,-118.168354,McDonald's
1040 Green Blvd,39.078123913,-84.889394752,White Castle
1501 Us 70,35.404387895,-78.023114555,Mcdonald's
2116 Lafayette St,39.509309413,-87.385449342,Burger King
486 Broadway,32.6313791,-117.0898102,Jack in the Box
130 Felton Dr,34.011,-85.0415,KFC
1010 W Pacific Coast Hwy,33.7902,-118.27534,Jack in the Box
11110 Alondra Blvd,33.887409,-118.09703,Taco Bell
1001 Dutch Fork Rd,34.12369,-81.21478,McDonald's
105 Jackson Rd SW,36.96923,-82.59674,Wendy's
1505 Donelson Pkwy,36.47959,-87.88849,McDonald's
495 N Kinzie Ave,41.15005,-87.85105,Wendy's
701 S Beach Blvd,33.924177563,-117.968274521,Carl's Jr.
658 Pearson Rd,39.7516,-121.6087,Subway
10575 NW 41st St,25.812042,-80.36785,Pollo Tropical
10524 Moss Park Rd,28.41402,-81.24131,SUBWAY
3342 Point Mallard Pkwy SE,34.53594,-86.90802,McDonald's
7576 S Pierce St,39.578598,-105.07237,Dairy Queen
1006 Shiloh Crossing Blvd,45.75183,-108.61684,Taco Bell
8701 W Parmer Ln,30.46713,-97.76489,Sonic Drive In
1720 Cassopolis St,41.707322183,-85.9718194,Wendy's
6730 Harrisburg Blvd,29.73743,-95.3082,Burger King
909 N Saint Joseph Ave,37.986511,-87.600334,McDonald's
5471 Alabama Hwy,34.91128,-85.125836,McDonald's
1328 S Heaton,41.285005,-86.62099,Taco Bell
7811 Flatlands Ave,40.634636,-73.914727,Wendy's
4200 E Chapman Ave,33.787353,-117.808608,McDonald's
345 S Power Rd,33.408004,-111.684548,Papa John's Pizza
2207 W Oak St,31.745544516,-95.655101,Jack in the Box
497 N Broadway,40.76372,-86.07499,Burger King
2806 E Main St,30.9628,-95.88483,Taco Bell
308 S K Ave,42.16839,-92.03744,McDonald's
3004 Airport Blvd,30.6767,-88.11513,Burger King
1325 E Waco Dr,31.5791,-97.1205,Church's Chicken
5220 Central Ave N E,45.06284,-93.24769,Pizza Hut
14912 Tamiami Trl,27.039097908,-82.224383354,Taco Bell
545 Main St,38.513779,-90.439260005,Hardee's / Red Burrito
609 W Slaughter Ln,30.172729,-97.800574,Carl's Jr.
4017 Blue Ridge CutOff,39.0494,-94.475156,Taco Bell
11 Market Pl,39.018654,-80.420412,McDonald's
1703 N Cockrell Hill Rd,32.768142,-96.896087,Pollo Campero
1135 Rahway Ave,40.580307,-74.268456,Rahway Chicken & Burger Inc
1 Levitt Pkwy,40.05238,-74.89317,Burger King
8823 Staples Mill Rd,37.63324,-77.50838,Bojangles' Famous Chicken 'n Biscuits
1071 Cosby Hwy,35.94353759,-83.208691183,Wendy's
12395 Highway 72 N,35.7306,-84.3892,KFC
2120 E Paisano Dr,31.765962,-106.461571,Whataburger
8770 Maple St,41.2855,-96.0488,KFC
3020 Scottsville Rd,36.943994,-86.421995,Burger King
2290 Gulf To Bay Blvd,27.961018,-82.742425,Wendy's
3206 W Silver Lake Rd,42.804869803,-83.733488472,Jimmy John's
2222 Barranca Pkwy,33.699464,-117.834603,Taco Bell
750 W Camelback Rd,33.50943,-112.08447,McDonald's
115 Calef Hwy,43.0319,-71.0728,Wendy's
77 E Adams St,41.879528,-87.624899,Panda Express
418 S West St,37.67789,-97.38901,Burger King
1807 Laporte Rd,42.46987,-92.32256,Subway
520 Main St,43.509323,-70.434736,Burger King
15329 Wallisville Rd,29.808039,-95.16808,Whataburger
13 Southland Mall,37.654287,-122.104658,Hot Dog on a Stick
1636 Route 38,39.979860874,-74.783314943,Burger King
1820 W 11th St,37.7386,-121.450498,McDonald's
415 Magnolia Ave,33.8538,-117.5634,Wendy's
2510 Central Ave,43.39891,-94.81043,McDonald's
3224 Jefferson St,38.31993,-122.29847,McDonald's
8210 Rogers Ave,35.349001,-94.342281,Wendy's
3990 Southdale Ctr,44.8795,-93.32258,Sbarro
321 State Highway 13,43.62974,-89.75991,Taco Bell
168 US Hwy 68e (Draffenville),36.923565,88.341356,Dairy Queen
1308 Lee Blvd,46.27485,-119.280754,The Pizza Pipe Line
1729 E Florence Blvd,32.879204,-111.712769,Taco Bell
219 W Boyd St,35.21122,-97.44334,Jimmy John's
319 W Chapman Ave,33.7879,-117.8558,Omega Drive-In
1771 Indian Hill Blvd,34.076326113,-117.719471417,Carl's Jr
5008 State St,43.436839,-84.014903,McDonald's
489 State St,42.108163,-72.576647,Burger King
741 N 48th St,40.820435383,-96.65419,Popeye's Chicken & Biscuits
2151 Locust St S,40.88203,-81.57272,McDonald's
809 2nd St W,31.45834,-83.52583,Taco Bell
1920 Franklin Mills Cir,40.094152,-74.958,China Buddha Inn II
1 Mohegan Sun Blvd,41.491596,-72.09145,Geno's Fast Break
130 Highway 167 N,35.32259,-91.56112,Sonic Drive-In
705 Merced Mall,37.32014,-120.48185,McDonald's
375 E Mission Blvd,34.05519,-117.74702,KFC
232 Daniel Webster Hwy,42.71095,-71.44158,Burger King
11152 Rancho Carmel Dr,32.980157,-117.082421,Wendy's
3549 Midway Dr,32.751673,-117.214611,Pizza Hut
13660 Euclid Ave,41.524776554,-81.587264835,Taco Bell
6888 Gulf Fwy Ste 200,29.7022,-95.2963,Whataburger
16250 N Ave,42.468774,-92.768811,Arby's
13704 Main St,34.426739,-117.365884,In-N-Out Burger
1401 University Ave,43.073367,-89.409019,Subway
3707 Summerville Rd,32.49716,-85.01597,Waffle House
1925 El Camino Real,37.352509,-121.958548,Burger King
2211 Lomas Blvd N E,35.088296,-106.618399,Jersey Jacks Eatery
9521 Ocean Hwy,38.453591113,-75.558200638,Hardee's / Red Burrito / Dough Boys
9360 W Flamingo Rd,36.11493,-115.29577,Subway
1484 W Central Ave,43.386005937,-123.336546478,A&W All American Food
850 N Wendy Dr,34.18865,-118.94032,McDonalds
1518 S San Gabriel Blvd,34.08133,-118.090578,Taco Bell
12276 US Highway 231,34.870364,-86.57064,Taco Bell
220 Dexter Woods Memorial Blvd,35.3238,-87.759,McDonald's
1001 14th St N,47.516217,-111.28289,Taco John's
2456 S Highway 97,44.25315,-121.18278,McDonalds
172 N Belvedere Dr,36.3762,-86.4793,SONIC Drive In
4188 N Blackstone Ave,36.7938,-119.7901,El Pollo Loco
1208 Washington Way,46.14207,-122.93341,Jimmy John's
623 E Main St,29.212861,-99.7753162,Kettle Restaurant
927 S High St,39.942399,-75.591395,McDonald's
1000 W Irving Park Rd,41.993295247,-88.06810019,McDonald's
64 E 10600 S,40.557836076,-111.889698802,Jimmy John's
Pluit Village Lantai 4 37,-6.116430644,106.790124517,Hoka Hoka Bento
4505 Randolph Rd,35.175413,-80.798026,Jack in the Box
1301 N Queen St,39.47444,-77.9524,McDonald's
57 Main St,44.22182,-70.51575,KFC
738 Stratford Square Mall,41.951484,-88.114487,Arby's
230 Three Springs Dr,40.40026,-80.54983,Burger King
925 N Loop 12,32.82352,-96.920472,Jack in the Box
Po Box 213,40.287754,-79.369538,Burger King
5049 W 13400 S,40.507521931,-112.011415716,Iceberg Drive Inn
900 N Marine Blvd,34.76063,-77.4143,McDonald's
1299 N Muldoon Rd.,61.22662692,-149.7408595,Regal Cinemas Tikahtnu  16 IMAX & RPX
494 E University Pkwy,40.272838,-111.683020116,Panda Express
3519 Witherspoon Blvd,35.952461,-78.989629,Subway
13145 Sorrento Rd,30.320768,-87.42139,McDonald's
3301 Pontchartrain Dr,30.25907,-89.78712,Mcdonald's
11705 E US Highway 92,28.001556864,-82.301796676,Hardee's / Red Burrito
14106 W View Dr,38.836552175,-77.43114806,Wendy's
1606 Navajo Blvd,34.91843,-110.15047,Taco Bell
2309 W Chapman Ave,33.788307,-117.87732,Subway
225 Bay View Rd,42.851803,-88.32611,Mario's Natural Roman Pizza
270 Dairy Rd,20.881098,-156.455903,Burger King
8026 39th Ave,42.558126841,-87.855428679,KFC
460 E Sunrise Hwy,40.77631146,-73.031917708,Wendy's
20 Nitro Blvd,38.412551982,-81.806160783,Burger King
5013 Crossings Cir,36.16665,-86.51606,Music City Subs
8705 S Stony Island Ave,41.73645,-87.58522,Checkers
436 S Main St,43.04648,-83.31911,Wendy's
336 E Market St,36.678632536,-121.64451169,El Pollo Loco
13302 Preston Rd,32.928337454,-96.803136166,Popeyes Louisiana Kitchen
2885 S Orange Ave,28.51026541,-81.3758392,Chick-fil-a Orange Avenue
920 SW US Highway 40,39.00861,-94.27676,McDonald's
11075 Gateway Blvd W,31.74505,-106.33182,Whataburger
1508 W River Rd,41.39426379,-82.106866294,Burger King
119 Alabama St,33.49684,-88.38548,Burger King
147 E Main St,34.925422274,-81.026426209,Jimmy John's
3620 S Washington,28.574244,-80.799129,Arby's
6009 Bullard Ave,30.04469,-89.95918,Taco Bell
419 N Halleck St,41.206175,-87.198626,KFC
2842 Panola Rd,33.704469,-84.168989,Waffle House
4220 Brooklake Rd NE,45.04804,-122.97485,Subway
3018 7th St,28.9828,-95.95377,Taco Bell
Fifth Ave,41.14076707,-80.6520434,Mcdonalds
4373 W Fairfield Dr,30.434153,-87.274155,Captain D's
5569 Camp Rd,42.735243,-78.839804,Arby's
165 SE 3rd Ave,25.772984,-80.188499,SUBWAY
1925 W Tyler,26.188934915,-97.716570325,Burger King
72431 Baker Blvd,35.269247,-116.067831,Arby's
1741 W Hunt Hwy,33.1508716,-111.5539637,Burger King
2253 Dodson Ct,40.307953,-76.85163,Arby's
1807 W End Ave,36.152379331,-86.796435251,Cook Out
10 W Merritt Island Cswy,28.357039,-80.700369,Wendy's
601 S Centerville Rd,41.79247,-85.42848,Wendy's
16649 N Tatum Blvd,33.63867,-111.97726,Del Taco
2365 Roll Dr,32.555605,-116.936986,Carl's Jr.
1704 Turner McCall Blvd,34.2442,-85.1617,Krystal
14801 Cicero Ave,41.623364,-87.737154,Wendy's
40/25,50.447024846,30.509076118,Mcdonald's
111 Coors Blvd NW,35.080739,-106.710761,Pizza Hut
421 S Columbia Ave,32.27778,-81.23042,Burger King
400 SE 192nd Ave,45.61882,-122.47652,Wendy's
5205 W Wadley Ave,32.01216,-102.15512,Jack in the Box
216 E Lincolnway,41.13405,-104.81266,Hardee's
0-31 44th St,42.8847,-85.7594,Burger King
7144 N E Killingsworth St,45.562675,-122.58912,Taco Bell
1021 Ogden Ave,41.80864,-88.01066,Gyros Kings
1400 Brush Row Rd,39.72009,-83.88041,Taco Bell
2404 Central Ave,45.769789,-108.57651,Hardee's
4180 SW 9th St,25.763436533,-80.262914,McDonald's
32150 Highway 290,30.011677,-95.804214,Taco Bell
3720 Gratiot Ave,42.36373,-83.024458,White Castle
10560 S Ridgeview Rd,38.9366,-94.7982,Burger King
7900 N Mesa St,31.84048,-106.57359,McDonald's
3811 7th Ave S W,45.458661209,-98.436360572,Kfc
450 N Merrifield Rd,32.74884,-96.92287,McDonald's
1757 E West Connector,33.853083889,-84.602054316,Five Guys
450 Grapevine Hwy,32.8656,-97.1749,McDonalds
5799 Al Highway 157,34.206252416,-86.871604831,Kfc
6428 E Shelby Rd,35.02096875,-89.849447466,Burger King
26930 Sierra Hwy,34.404728,-118.464536,El Pollo Loco
7207 Lakes Blvd,30.67981,-83.22533,McDonald’s
101 Walton St,41.042667038,-82.727572702,Kfc
27 W Sr 73,40.386859986,-111.917371632,Taco Bell
5338 Goodman Rd,34.96237,-89.89557,Moe's Southwest Grill
455 Peachtree Industrial Blvd,34.064102384,-84.074276658,Long John Silvers
5753 Northampton Blvd,36.883387,-76.182572,Bojangles' Famous Chicken 'n Biscuits
96 Frontage Rd,41.28642261,-72.881176471,Dunkin Donuts
3215c Bel Air Mall,30.67472,-88.12213,Chick-fil-A
20110 TIMBERLAKE RD.,37.346332,-79.232874,Waffle House
899 N Val Vista Dr,33.366531461,-111.755798042,Einstein Bros Bagels
915 East Hwy,38.315664,-85.759411,Burger King
8209 N Knoxville Ave,40.7876,-89.6031,Burger King
1701 US Highway 22,40.649102783,-74.408030414,Wendy's
60 Metropolitan Oval,40.837593,-73.86024,Burger King
312 Boston Rd,42.571979,-71.277155,Wendy's
8300 Sudley Rd,38.7728,-77.5054,McDonald's
7804 E Admiral Pl,36.160346,-95.889975,Taco Bell
3535 Glenshire Dr,32.720089,-96.617448,McDonald's
1410 Highway 60 W,44.291427,-93.24722,KFC
8404 Brown Deer Rd,43.178280198,-88.014632384,Burger King
905 N Euclid Ave,43.61208,-83.91538,Arby's
2868 Highway 17 N,32.859068529,-79.796286821,Sonic Drive In
529 Ann St,34.8905,-82.7107,Burger King
548 Ridge Rd,41.56198,-87.514,Jimmy John's
4318 Thorton Ave,37.556824138,-122.014102911,McDonald's
2200 E Kansas Ave,38.37024,-97.62621,Arby's
4340 Hugh Howell Rd,33.852399,-84.209483,Chick-fil-A
3711 Mundy Mill Rd,34.2295,-83.8695,KFC
5744 Nolensville Pike,36.04584,-86.71307,McDonald's
330 Cartwright St,36.326047,-86.70745,Jack in the Box
5315 Washington St,42.258385,-71.160706,Blimpie
810 N Main St,41.7467,-111.83386,McDonald's
3720 Mission Blvd.,33.224366244,-117.333439724,McDonald's
Route 22 Ames Plz,40.480316,-78.01495,Wendy's
37th St,31.138785,-97.757864,Taco John's
6910 Highway 85,33.566151483,-84.412637259,Burger King
435 N Mount Zion Rd,40.04544,-86.49109,Taco Bell
9358 Culebra Rd,29.48467,-98.66711,McDonald's
25240 104th Ave SE,47.375,-122.2019,Burger King
1301 S Salisbury Blvd,38.344069062,-75.603221829,Hardee's / Red Burrito
5060 Highway 78,32.96905,-96.60566,Whataburger
12292 Chattanooga Plz,37.431187,-77.621869,Penn Station East Coast Subs
601 W McDermott Dr,33.101469,-96.676033,Wendy's
5770 W Irlo Bronson Memorial Hwy,28.329555246,-81.515938355,A&W All-American Foods
400 N Cedar Bluff Rd,35.92252,-84.09261,Arby's
701 W 14th St,34.411605392,-103.207122087,Mcdonald's
780 Marina Blvd,37.714321,-122.157469,Jack in the Box
700 W Twelve Mile Rd,42.50455,-83.11271,Culver's
500 S Southwest Loop 323,32.3449,-95.3411,Taco Bell
712 US Highway 1,40.509942111,-74.386417808,Wendy's
120 Indian Springs Dr,41.6481,-88.5945,McDonald's
127 Beaumont Plz,37.752552032,-84.845169067,Long John Silver's
2409 N Herritage St,35.28585,-77.58932,Wendy's
1235 South Ave,40.6313,-74.3994,KFC
6406 Danbell Ln,38.134117752,-77.51330316,Burger King
1804 Jackson Ave W,34.364459,-89.5554,Burger King
1825 W Deer Valley Dr,33.683674,-112.098404,Culver's
300 Plymouth Ave,41.6955,-71.1507,McDonalds
369 Lindsay St,35.7619,-83.9768,Hardee's
7919 Mission Center Ct,32.77346,-117.15369,Del Taco
7620 120th Ave,42.567517,-87.949854,Burger King
168 W May St,33.99434,-83.73404,Church's Chicken
4215 Winchester Rd,38.86198,-77.84799,McDonald's
755 Page Blvd,42.142746,-72.554422,Burger King
3111 E Chapman Ave,33.78787,-117.8178,Jack in the Box
3441 Schillinger Rd,30.7615,-88.226,Arby's
3690 Stevens Creek Blvd,37.322728,-121.965708,Taco Bell
8150 Oaklandon Rd,39.90434,-85.95715,Domino's Pizza
12707 N Gessner Rd,29.955938475,-95.544962882,Wendy's
8909 SW Barbur Blvd,45.46144,-122.70624,Jack in the Box
3010 E Goldstone Dr,43.586,-116.355,Jack In The Box
3281 Business Park Dr,33.131993,-117.22899,Jack in the Box
5350 Mcginnis Ferry Rd,34.090274,-84.203655,McDonald's
1620 E 30th Ave,38.087,-97.8957,Subway
4703 Mall Dr,46.81335,-92.17582,Dairy Queen
4515 Maplecrest Rd,41.12155,-85.06211,KFC
6618 Sawmill Rd,40.10272,-83.09053,Jimmy John's
12500 W Markham St,34.7533,-92.4146,Chick-fil-A
2920 N Bellflower Blvd,33.80908,-118.12518,Carl's Jr
2646 Watt Ave,38.613277,-121.382267,Wendy's
4513 N Scottsdale Rd,33.503376,-111.92574,Chipotle Mexican Grill
664 Ritter Dr,37.750208,-81.141998,Arby's
415 Parkway Plz,32.80638,-116.96968,McDonald's
901 W Arbrook Blvd,32.682897301,-97.120889425,Taco Bell
5808 Northampton Blvd,36.8824,-76.18588,Wendy's
8915 Potranco Rd,29.4441,-98.66146,Raising Cane's Chicken Fingers
4501 Rosewood Dr,37.700382,-121.88426,McDonald's
3512 S 8400 W,40.695573583,-112.092526523,McDonald's
120 W Alona Ln,42.83553,-90.70985,McDonald's
4870 Peachtree Industrial Blvd,33.96805,-84.19367,Jimmy John's
12000 Buckeye Rd,41.48054,-81.59866,Wendy's
17480 W Grand Pkwy S,29.563701,-95.687652,Whataburger
50 S Lemay Plz,32.374280619,-86.354623571,Taco Bell
8701 NE Andresen Rd,45.685072,-122.60141,Wendy's
SW Village Pkwy,27.27161,-80.42967,McDonald's
1207 E Putnam Ave,41.041847,-73.579285,McDonald's
1872 S Ww White Rd,29.39901,-98.40419,Burger King
5044 State Highway Route 23,42.461426948,-74.88309521,Burger King
320 W 5th Ave,61.217082,-149.887645,Arby's
620 Meridian E,47.252086,-122.29454,McDonald's
7249 Van Nuys Blvd,34.202919,-118.448925,Pollo Campero
2991 Cook Rd,44.24857,-84.22541,Wendy's
1519 N Ironwood Dr,41.69867,-86.216509,McDonald's
3300 Buena Vista Blvd,35.2378,-118.96767,Taco Bell
4000 Marketplace Dr NW,44.064457,-92.502499,Taco Bell
1421 E Andrews Ave,36.31855,-78.38201,McDonald's
390 N Sr 198,40.060349797,-111.668089697,Burger King
27606 Newhall Ranch Rd,34.43685,-118.56457,Carl's Jr
5105 Homestead Cir NW,35.16701,-106.69634,Blake's Lotaburger
2801 12th St Ne,38.925667,-76.99026,Sammy Carry-Out
9935 W Sample Rd,26.272905,-80.259203,Checkers
6729 Arlington Blvd,38.869006,-77.177288,McDonald's
2305 Compton Ave,33.84395,-117.536279,In-N-Out Burger
3701 California Ave,35.3674,-119.0446,El Pollo Loco
8658 Highway 121,33.127839,-96.727959,Taco Bell
40715 US Highway 19 N,28.142339628,-82.73994799,Jimmy John's
2120 Clemson Rd,34.139849,-80.914685,Wendy's
4100 Miller St,40.2651,-94.0112,Redbox
2284 E 3900 S,40.68651,-111.82508,Arby's
1420 W Main St,40.049029,-84.226109,Taco Bell
23650 Lyons Ave,34.37911186,-118.548944592,Del Taco
1 Hallidie Plz,37.783805,-122.4084,Carl's Jr.
1377 Atwood Ave,41.8146,-71.4952,McDonald's
11020 E 23rd St S,39.080437,-94.448408,Taco Bell
5935 South St,33.85827,-118.115801,El Pollo Loco
1227 E Magnolia St,40.58443,-105.05433,Taco Bell
2223 Whiskey Rd,33.51384,-81.71487,Checkers
222 Sequoyah Rd,35.2483611,-85.1796862,Taco Bell
1202 N Brightleaf Blvd,35.51867,-78.315,Little Caesar's Pizza Smithfield
3928 Plainfield Ave NE,43.034150004,-85.62036335,Long John Silvers
600 W F St,42.85829,-106.33191,McDonald's
12690 Ramona Blvd,34.07772,-117.99614,Del Taco
825 Jake Alexander Blvd S,35.644,-80.4846,Wendy's
4908 S Cooper St,32.6668,-97.1346,Long John Silvers
35 Morris County Mall,40.8086,-74.4584,McDonald's
5129 Market St,39.960094334,-75.224646224,Checkers Burgers and Fries
8834 Waltham Woods Rd,39.39949,-76.54222,Subway
7412 NE 117th Ave,45.67633,-122.55256,Carl's Jr.
6440 W Banner Rd,38.1145,-121.39422,McDonald's
1845 S La Cienega Blvd,34.04281,-118.37671,McDonald's
850 N Green Bay Ave,42.372715642,-87.882931982,Burger King
3117 Tower Blvd,35.97017,-78.95842,McDonald's
449 Walton Way,33.465707,-81.961728,Wendy's
1306 Celebrity Cir,33.71958,-78.88092,Auntie Anne's
9301 E Shea Blvd,33.58091,-111.88114,Quiznos
2923 FT CAMPBELL BLVD,36.837476433,-87.478492856,Waffle House
580 Lisbon St,44.00499,-70.07393,McDonald's
3990 12th Ave E,44.7845,-93.47055,McDonald's
812 Winston Rd,35.83683,-80.25362,McDonalds
37155 6 Mile Rd,42.41085,-83.41066,Kerby's Koney Island
201 S Broadway St,37.40682938,-94.70445544,Pizza Hut
1100 Northside Dr NW,33.782283,-84.408363,Chick-Fil-A
926 West Ave,39.279119,-74.577318,McDonald's
1939 Broad River Rd,34.03684,-81.09108,Arby's
3447 Main St,33.66135,-84.44696,Captain D's
1515 W Main St,32.84208,-104.41643,Sonic Drive-In
116 Lucy Ln,38.065363,-78.934716,McDonald's
887 E 100 N,40.044506,-111.717804,Domino's Pizza
260 Boston Post Rd,40.99608,-73.67072,Burger King
1900 Prospect Ave,46.5917,-112.0069,Wendy's
10000 W Happy Valley Rd,33.71198,-112.274704,El Pollo Loco
5802 64th St,33.53553758,-101.94017553,SONIC Drive In
230 E Glenwood Ave,39.30576,-75.60729,Domino's Pizza
1202 Ulster Ave,41.9658,-73.989,Five Guys
640 S Main St,38.56328,-109.54984,McDonald's
3755 Ambassador Caffery Pkwy,30.172056,-92.06724,Blimpie
9505 S S 144th Saint (hwy 50 & 144 St),41.165091622,-96.138105847,Mcdonald's
4868 Hixson Pike,35.1289,-85.2459,Krystal
12549 S Apopka Vineland Rd,28.382353311,-81.504784226,McDonald's
251 Saint George Ave,40.64084,-74.261126,McDonald's
750 12 Horizon Dr,39.10321,-108.54911,Wendy's
1230 E Artesia Blvd,33.87451,-118.17689,Taco Bell
400 W South Boulder Rd,39.98691,-105.09436,Subway
1915 Arden Way,38.597312,-121.422214,Burger King
6240 Highway 287,32.645120414,-97.18562221,Burger King
702 N Dal Paso St,32.7074,-103.1274,Church's Chicken
3125 N Lewis,42.409508736,-87.854423604,Burger King
18299 Pioneer Blvd,33.86582,-118.082292,Jack in the Box
4727 Morse Rd,40.05486,-82.86491,Arby's
830 Green Blvd,39.067772,-84.89453,Burger King
21 Lakewood Center Mall,33.850468,-118.138253,Taco Bell
3701 Pleasanton Rd,29.3422,-98.50433,McDonald's
12008 Elam Rd,32.718881,-96.617979,Burger King
2300 Gulf Fwy,29.358906167,-94.980803168,Redbox
669 S Mckenzie St,30.400037,-87.683382,Quiznos
5015 S Mccarran Blvd,39.477013,-119.784333,Subway
20377 Avalon Blvd,33.846648,-118.265107,Pizza Hut
1815 Four Seasons Blvd,35.333508,-82.448418,Burger King
6462 S Parker Rd,39.60038,-104.80523,McDonald's
1254 Hooksett Rd,43.04651,-71.437383,McDonald's
540 Beall Ave,40.804127,-81.934325,McDonald's
8200 Vineland Ave,28.387373151,-81.492499286,A&W
2131 W 3rd St,39.75331,-84.2302,Church's Chicken
402 Main St,45.80542,-108.4769,Taco John's
2927 SW Loop 410,29.358366,-98.54522,Whataburger
400 Senate Ave,41.0266,-95.2269,KFC
860 Elmhurst Rd,42.03561,-87.940722,Burger King
1020 Keolu Dr,21.377964126,-157.729193753,L&l Hawaiian Barbecue
3420 Salem Ave,39.791157615,-84.242874708,Wendy's
21317 Northern Blvd,40.76018,-73.770141,White Castle
2555 S Archibald Ave,34.027855,-117.59314,Baker's Drive Thru
112 Burlington Mall Rd,42.485442404,-71.217648227,Wendy's
876 Main St,40.37407,-80.70522,Burger King
13400 Telegraph Rd,33.939729,-118.046193,Jack in the Box
